test_type,N,baseline_days,true_P,fit_P,LS_power,true_K,fit_K,true_e,fit_e,Status
Observational,30,200,21.1668,21.0671,8.84,45.00,44.95,0.650,0.649,Success
Observational,30,200,21.1668,21.1224,8.77,45.00,44.85,0.650,0.650,Success
Observational,30,200,21.1668,21.0096,11.85,45.00,44.97,0.650,0.651,Success
Observational,30,200,21.1668,21.4074,9.18,45.00,44.85,0.650,0.650,Success
Observational,30,200,21.1668,21.3118,8.91,45.00,44.88,0.650,0.653,Success
Observational,30,200,21.1668,20.9421,10.55,45.00,45.61,0.650,0.660,Success
Observational,30,200,21.1668,20.8299,8.47,45.00,44.87,0.650,0.650,Success
Observational,30,200,21.1668,21.0944,8.68,45.00,45.06,0.650,0.647,Success
Observational,30,200,21.1668,21.1307,11.30,45.00,45.80,0.650,0.658,Success
Observational,30,200,21.1668,21.1585,9.92,45.00,44.70,0.650,0.648,Success
Observational,20,200,21.1668,21.1277,7.51,45.00,55.57,0.650,0.718,Success
Observational,20,200,21.1668,20.2747,7.12,45.00,47.15,0.650,0.667,Success
Observational,20,200,21.1668,89.8170,5.75,45.00,81.69,0.650,0.578,Success
Observational,20,200,21.1668,20.7919,5.79,45.00,45.44,0.650,0.652,Success
Observational,20,200,21.1668,20.9632,7.06,45.00,47.59,0.650,0.676,Success
Observational,20,200,21.1668,21.0171,6.58,45.00,44.85,0.650,0.647,Success
Observational,20,200,21.1668,21.2957,6.46,45.00,44.81,0.650,0.648,Success
Observational,20,200,21.1668,21.1252,7.36,45.00,45.97,0.650,0.658,Success
Observational,20,200,21.1668,21.3430,6.63,45.00,45.08,0.650,0.648,Success
Observational,20,200,21.1668,21.4681,6.68,45.00,45.26,0.650,0.655,Success
Observational,20,200,21.1668,20.9509,7.45,45.00,44.81,0.650,0.650,Success
Observational,20,200,21.1668,21.4899,7.42,45.00,44.74,0.650,0.644,Success
Observational,20,200,21.1668,21.5195,6.40,45.00,44.57,0.650,0.649,Success
Observational,20,200,21.1668,21.8704,7.51,45.00,44.48,0.650,0.644,Success
Observational,20,200,21.1668,21.0018,5.62,45.00,44.46,0.650,0.648,Success
Observational,20,200,21.1668,21.0987,5.26,45.00,45.10,0.650,0.649,Success
Observational,20,200,21.1668,20.9868,5.99,45.00,45.69,0.650,0.655,Success
Observational,20,200,21.1668,21.1637,6.44,45.00,44.11,0.650,0.638,Success
Observational,20,200,21.1668,20.6386,7.24,45.00,44.60,0.650,0.647,Success
Observational,20,200,21.1668,21.0516,5.84,45.00,44.87,0.650,0.644,Success
Observational,20,200,21.1668,20.9482,6.79,45.00,44.47,0.650,0.641,Success
Observational,20,200,21.1668,21.2331,7.64,45.00,45.83,0.650,0.646,Success
Observational,20,200,21.1668,20.7969,6.83,45.00,43.88,0.650,0.639,Success
Observational,20,200,21.1668,20.3323,6.50,45.00,45.12,0.650,0.657,Success
Observational,20,200,21.1668,21.4718,6.97,45.00,46.82,0.650,0.667,Success
Observational,20,200,21.1668,20.8370,7.36,45.00,46.10,0.650,0.654,Success
Observational,20,200,21.1668,21.5201,7.64,45.00,45.29,0.650,0.650,Success
Observational,20,200,21.1668,20.9500,6.99,45.00,45.17,0.650,0.652,Success
Observational,20,200,21.1668,21.2865,7.47,45.00,42.51,0.650,0.624,Success
Observational,20,200,21.1668,21.3525,6.62,45.00,44.49,0.650,0.641,Success
Observational,20,200,21.1668,21.0618,7.11,45.00,46.15,0.650,0.662,Success
Observational,20,200,21.1668,21.2203,6.80,45.00,44.22,0.650,0.624,Success
Observational,20,200,21.1668,21.2756,7.16,45.00,43.13,0.650,0.634,Success
Observational,20,200,21.1668,21.1269,5.14,45.00,44.68,0.650,0.649,Success
Observational,20,200,21.1668,21.3397,7.37,45.00,43.98,0.650,0.631,Success
Observational,20,200,21.1668,20.9988,6.20,45.00,44.13,0.650,0.642,Success
Observational,20,200,21.1668,20.9587,6.60,45.00,44.64,0.650,0.647,Success
Observational,20,200,21.1668,21.4716,7.90,45.00,47.96,0.650,0.675,Success
Observational,20,200,21.1668,22.2275,7.40,45.00,44.79,0.650,0.651,Success
Observational,20,200,21.1668,21.2600,7.04,45.00,45.26,0.650,0.660,Success
Observational,20,200,21.1668,20.6497,7.04,45.00,45.27,0.650,0.655,Success
Observational,20,200,21.1668,21.7359,6.08,45.00,44.90,0.650,0.649,Success
Observational,20,200,21.1668,21.5722,5.98,45.00,44.81,0.650,0.647,Success
Observational,20,200,21.1668,21.2733,7.01,45.00,45.06,0.650,0.645,Success
Observational,20,200,21.1668,20.5677,7.82,45.00,67.29,0.650,0.758,Success
Observational,20,200,21.1668,21.4657,6.29,45.00,45.05,0.650,0.652,Success
Observational,20,200,21.1668,21.2012,6.62,45.00,44.96,0.650,0.650,Success
Observational,20,200,21.1668,21.1977,6.92,45.00,45.11,0.650,0.655,Success
Observational,20,200,21.1668,21.3626,6.32,45.00,44.84,0.650,0.650,Success
Observational,20,200,21.1668,71.2190,3.21,45.00,171.46,0.650,0.950,Success
Observational,20,200,21.1668,21.5752,6.21,45.00,46.54,0.650,0.667,Success
Observational,20,200,21.1668,20.7791,5.13,45.00,44.90,0.650,0.655,Success
Observational,20,200,21.1668,21.3591,6.47,45.00,45.15,0.650,0.648,Success
Observational,20,200,21.1668,21.0753,5.60,45.00,44.92,0.650,0.651,Success
Observational,20,200,21.1668,21.4143,6.89,45.00,45.50,0.650,0.654,Success
Observational,20,200,21.1668,20.8619,5.46,45.00,45.01,0.650,0.650,Success
Observational,20,200,21.1668,21.0762,5.69,45.00,44.91,0.650,0.650,Success
Observational,20,200,21.1668,21.3007,5.45,45.00,45.27,0.650,0.650,Success
Observational,20,200,21.1668,21.3611,6.27,45.00,45.19,0.650,0.650,Success
Observational,20,200,21.1668,21.4531,5.47,45.00,45.24,0.650,0.651,Success
Observational,20,200,21.1668,20.8426,5.92,45.00,45.03,0.650,0.652,Success
Observational,20,200,21.1668,21.4140,5.79,45.00,45.46,0.650,0.654,Success
Observational,20,200,21.1668,21.2963,7.81,45.00,49.64,0.650,0.686,Success
Observational,20,200,21.1668,21.0147,4.98,45.00,44.43,0.650,0.640,Success
Observational,20,200,21.1668,21.8012,8.22,45.00,45.53,0.650,0.656,Success
Observational,20,200,21.1668,21.5790,6.18,45.00,45.53,0.650,0.655,Success
Observational,20,200,21.1668,21.3396,7.00,45.00,45.30,0.650,0.653,Success
Observational,20,200,21.1668,21.0329,6.76,45.00,45.21,0.650,0.651,Success
Observational,20,200,21.1668,21.8606,6.45,45.00,44.95,0.650,0.647,Success
Observational,20,200,21.1668,20.9180,5.65,45.00,45.05,0.650,0.649,Success
Observational,15,200,21.1668,21.2415,4.32,45.00,47.52,0.650,0.678,Success
Observational,15,200,21.1668,20.8609,4.26,45.00,44.89,0.650,0.648,Success
Observational,15,200,21.1668,21.1417,5.12,45.00,44.90,0.650,0.649,Success
Observational,15,200,21.1668,21.8254,5.35,45.00,44.63,0.650,0.650,Success
Observational,15,200,21.1668,21.7670,6.18,45.00,51.18,0.650,0.699,Success
Observational,15,200,21.1668,21.2902,4.88,45.00,43.18,0.650,0.628,Success
Observational,15,200,21.1668,21.2254,5.40,45.00,332.30,0.650,0.950,Success
Observational,15,200,21.1668,40.3423,2.70,45.00,77.72,0.650,0.811,Success
Observational,15,200,21.1668,21.1161,4.49,45.00,45.61,0.650,0.662,Success
Observational,15,200,21.1668,33.2499,1.72,45.00,90.10,0.650,0.950,Success
Observational,15,200,21.1668,20.6113,5.84,45.00,45.16,0.650,0.645,Success
Observational,15,200,21.1668,20.8334,5.44,45.00,44.79,0.650,0.650,Success
Observational,15,200,21.1668,21.0028,6.47,45.00,38.05,0.650,0.581,Success
Observational,15,200,21.1668,21.4611,5.38,45.00,52.57,0.650,0.699,Success
Observational,15,200,21.1668,20.5509,4.78,45.00,44.94,0.650,0.648,Success
Observational,15,200,21.1668,21.2526,5.44,45.00,48.77,0.650,0.681,Success
Observational,15,200,21.1668,20.8430,4.88,45.00,44.62,0.650,0.642,Success
Observational,15,200,21.1668,151.0673,2.84,45.00,53.04,0.650,0.720,Success
Observational,15,200,21.1668,22.3196,5.72,45.00,44.98,0.650,0.649,Success
Observational,15,200,21.1668,21.3261,4.96,45.00,46.86,0.650,0.664,Success
Observational,15,200,21.1668,21.7348,4.29,45.00,44.17,0.650,0.642,Success
Observational,15,200,21.1668,21.3901,4.91,45.00,46.01,0.650,0.647,Success
Observational,15,200,21.1668,22.0022,5.59,45.00,44.13,0.650,0.642,Success
Observational,15,200,21.1668,21.1664,6.13,45.00,44.00,0.650,0.633,Success
Observational,15,200,21.1668,20.9169,5.78,45.00,313.13,0.650,0.950,Success
Observational,15,200,21.1668,43.0691,4.85,45.00,28.95,0.650,0.527,Success
Observational,15,200,21.1668,84.8561,3.31,45.00,488.03,0.650,0.889,Success
Observational,15,200,21.1668,21.1078,4.72,45.00,43.45,0.650,0.641,Success
Observational,15,200,21.1668,21.5797,4.86,45.00,45.14,0.650,0.653,Success
Observational,15,200,21.1668,20.8048,6.10,45.00,46.64,0.650,0.665,Success
Observational,15,200,21.1668,21.6743,5.76,45.00,46.27,0.650,0.700,Success
Observational,15,200,21.1668,21.1067,5.95,45.00,43.84,0.650,0.630,Success
Observational,15,200,21.1668,20.6358,5.74,45.00,44.35,0.650,0.638,Success
Observational,15,200,21.1668,32.3475,3.58,45.00,351.82,0.650,0.950,Success
Observational,15,200,21.1668,30.0240,3.50,45.00,109.19,0.650,0.810,Success
Observational,15,200,21.1668,20.9848,3.65,45.00,45.72,0.650,0.652,Success
Observational,15,200,21.1668,21.2355,6.08,45.00,38.42,0.650,0.603,Success
Observational,15,200,21.1668,20.9657,4.71,45.00,44.91,0.650,0.644,Success
Observational,15,200,21.1668,21.4399,5.06,45.00,44.29,0.650,0.645,Success
Observational,15,200,21.1668,21.2217,6.25,45.00,59.32,0.650,0.763,Success
Observational,15,200,21.1668,21.0900,4.70,45.00,46.00,0.650,0.654,Success
Observational,15,200,21.1668,20.9215,5.35,45.00,44.10,0.650,0.640,Success
Observational,15,200,21.1668,21.2391,4.74,45.00,48.41,0.650,0.670,Success
Observational,15,200,21.1668,21.4056,5.07,45.00,43.98,0.650,0.634,Success
Observational,15,200,21.1668,21.6774,5.27,45.00,45.12,0.650,0.654,Success
Observational,15,200,21.1668,36.1930,1.82,45.00,72.20,0.650,0.950,Success
Observational,15,200,21.1668,20.2628,5.83,45.00,44.28,0.650,0.641,Success
Observational,15,200,21.1668,21.1399,4.89,45.00,45.24,0.650,0.651,Success
Observational,15,200,21.1668,21.6019,5.37,45.00,44.28,0.650,0.644,Success
Observational,15,200,21.1668,42.3591,2.28,45.00,142.80,0.650,0.950,Success
Observational,15,200,21.1668,21.3681,4.97,45.00,45.39,0.650,0.658,Success
Observational,15,200,21.1668,21.4261,4.50,45.00,45.74,0.650,0.659,Success
Observational,15,200,21.1668,35.7834,1.44,45.00,31.03,0.650,0.950,Success
Observational,15,200,21.1668,21.1186,4.87,45.00,45.67,0.650,0.653,Success
Observational,15,200,21.1668,21.1411,4.78,45.00,43.65,0.650,0.632,Success
Observational,15,200,21.1668,20.9926,4.51,45.00,45.06,0.650,0.650,Success
Observational,15,200,21.1668,21.2500,3.85,45.00,44.89,0.650,0.649,Success
Observational,15,200,21.1668,88.8032,3.19,45.00,173.02,0.650,0.834,Success
Observational,15,200,21.1668,20.9757,5.16,45.00,44.07,0.650,0.635,Success
Observational,15,200,21.1668,65.5593,3.49,45.00,173.21,0.650,0.766,Success
Observational,15,200,21.1668,20.7713,5.19,45.00,45.72,0.650,0.654,Success
Observational,15,200,21.1668,21.0949,5.22,45.00,45.76,0.650,0.660,Success
Observational,15,200,21.1668,193.4209,3.08,45.00,98.26,0.650,0.832,Success
Observational,15,200,21.1668,21.1437,6.00,45.00,36.71,0.650,0.556,Success
Observational,15,200,21.1668,21.2294,3.35,45.00,44.84,0.650,0.657,Success
Observational,15,200,21.1668,21.3761,6.26,45.00,301.60,0.650,0.950,Success
Observational,15,200,21.1668,73.2188,3.60,45.00,55.98,0.650,0.710,Success
Observational,15,200,21.1668,21.0513,6.11,45.00,43.86,0.650,0.635,Success
Observational,15,200,21.1668,21.5193,5.08,45.00,45.18,0.650,0.657,Success
Observational,15,200,21.1668,21.0741,5.19,45.00,45.24,0.650,0.647,Success
Observational,10,200,21.1668,77.6587,3.28,45.00,44.26,0.650,0.442,Success
Observational,10,200,21.1668,92.1496,3.50,45.00,42.52,0.650,0.353,Success
Observational,10,200,21.1668,81.6095,0.71,45.00,37.67,0.650,0.950,Success
Observational,10,200,21.1668,42.5739,4.06,45.00,36.44,0.650,0.323,Success
Observational,10,200,21.1668,43.4420,2.49,45.00,163.17,0.650,0.926,Success
Observational,10,200,21.1668,32.7276,3.55,45.00,174.32,0.650,0.702,Success
Observational,10,200,21.1668,22.1344,3.14,45.00,44.90,0.650,0.648,Success
Observational,10,200,21.1668,21.4893,3.96,45.00,69.32,0.650,0.759,Success
Observational,10,200,21.1668,21.6576,3.30,45.00,44.93,0.650,0.653,Success
Observational,10,200,21.1668,165.2550,3.42,45.00,25.13,0.650,0.233,Success
Observational,10,200,21.1668,60.0757,2.04,45.00,50.53,0.650,0.950,Success
Observational,10,200,21.1668,49.4322,3.01,45.00,44.51,0.650,0.950,Success
Observational,10,200,21.1668,39.1343,2.23,45.00,188.64,0.650,0.914,Success
Observational,10,200,21.1668,43.1653,2.60,45.00,32.63,0.650,0.668,Success
Observational,10,200,21.1668,41.7754,4.29,45.00,483.80,0.650,0.782,Success
Observational,10,200,21.1668,32.3034,3.32,45.00,280.38,0.650,0.907,Success
Observational,10,200,21.1668,42.5476,4.38,45.00,38.38,0.650,0.098,Success
Observational,10,200,21.1668,16.4719,2.95,45.00,59.28,0.650,0.471,Success
Observational,10,200,21.1668,159.2344,3.45,45.00,159.13,0.650,0.798,Success
Observational,10,200,21.1668,21.7349,3.98,45.00,50.44,0.650,0.684,Success
Observational,10,200,21.1668,79.7822,3.33,45.00,34.65,0.650,0.647,Success
Observational,10,200,21.1668,21.2987,4.16,45.00,42.40,0.650,0.632,Success
Observational,10,200,21.1668,32.9226,2.40,45.00,112.52,0.650,0.881,Success
Observational,10,200,21.1668,62.6028,4.19,45.00,48.57,0.650,0.104,Success
Observational,10,200,21.1668,42.3270,2.36,45.00,39.02,0.650,0.554,Success
Observational,10,200,21.1668,64.4154,2.35,45.00,582.44,0.650,0.906,Success
Observational,10,200,21.1668,97.7137,3.09,45.00,119.86,0.650,0.807,Success
Observational,10,200,21.1668,42.2108,4.12,45.00,45.24,0.650,0.233,Success
Observational,10,200,21.1668,47.7461,2.24,45.00,27.12,0.650,0.888,Success
Observational,10,200,21.1668,171.4207,2.70,45.00,271.03,0.650,0.811,Success
Observational,10,200,21.1668,20.5694,3.62,45.00,46.30,0.650,0.651,Success
Observational,10,200,21.1668,26.0571,3.06,45.00,137.79,0.650,0.827,Success
Observational,10,200,21.1668,167.2286,2.62,45.00,86.13,0.650,0.821,Success
Observational,10,200,21.1668,42.4881,3.96,45.00,41.68,0.650,0.272,Success
Observational,10,200,21.1668,147.3277,2.60,45.00,189.37,0.650,0.950,Success
Observational,10,200,21.1668,22.1624,2.73,45.00,281.43,0.650,0.950,Success
Observational,10,200,21.1668,168.8862,2.85,45.00,57.24,0.650,0.452,Success
Observational,10,200,21.1668,56.3964,3.79,45.00,409.91,0.650,0.950,Success
Observational,10,200,21.1668,42.1322,3.62,45.00,41.78,0.650,0.363,Success
Observational,10,200,21.1668,21.0955,3.10,45.00,45.01,0.650,0.650,Success
Observational,10,200,21.1668,16.6108,3.94,45.00,462.48,0.650,0.916,Success
Observational,10,200,21.1668,88.8706,2.95,45.00,37.08,0.650,0.352,Success
Observational,10,200,21.1668,20.8715,4.03,45.00,75.16,0.650,0.737,Success
Observational,10,200,21.1668,20.9407,3.63,45.00,44.83,0.650,0.651,Success
Observational,10,200,21.1668,109.7750,3.88,45.00,84.69,0.650,0.580,Success
Observational,10,200,21.1668,56.2439,3.07,45.00,468.90,0.650,0.950,Success
Observational,10,200,21.1668,38.1792,3.94,45.00,919.60,0.650,0.949,Success
Observational,10,200,21.1668,36.7444,3.04,45.00,116.08,0.650,0.721,Success
Observational,10,200,21.1668,168.8401,2.94,45.00,33.18,0.650,0.136,Success
Observational,10,200,21.1668,48.8728,1.99,45.00,166.67,0.650,0.950,Success
Observational,10,200,21.1668,105.9670,3.26,45.00,91.70,0.650,0.950,Success
Observational,10,200,21.1668,36.8636,1.55,45.00,100.88,0.650,0.950,Success
Observational,10,200,21.1668,41.7992,3.18,45.00,59.48,0.650,0.919,Success
Observational,10,200,21.1668,41.8282,3.65,45.00,45.89,0.650,0.606,Success
Observational,10,200,21.1668,54.5188,2.16,45.00,49.87,0.650,0.950,Success
Observational,10,200,21.1668,25.1732,2.96,45.00,42.27,0.650,0.676,Success
Observational,10,200,21.1668,87.1981,2.37,45.00,49.79,0.650,0.950,Success
Observational,10,200,21.1668,20.8883,3.69,45.00,331.82,0.650,0.950,Success
Observational,10,200,21.1668,35.1888,3.07,45.00,226.58,0.650,0.828,Success
Observational,10,200,21.1668,82.1457,1.97,45.00,362.17,0.650,0.910,Success
Observational,10,200,21.1668,49.8449,2.77,45.00,179.68,0.650,0.845,Success
Observational,10,200,21.1668,21.2430,3.88,45.00,53.94,0.650,0.703,Success
Observational,10,200,21.1668,21.1293,3.75,45.00,51.73,0.650,0.673,Success
Observational,10,200,21.1668,21.4292,3.87,45.00,423.88,0.650,0.950,Success
Observational,10,200,21.1668,39.5533,3.54,45.00,1556.48,0.650,0.950,Success
Observational,10,200,21.1668,33.8256,2.39,45.00,269.85,0.650,0.950,Success
Observational,10,200,21.1668,21.0544,4.01,45.00,44.63,0.650,0.651,Success
Observational,10,200,21.1668,99.7570,3.87,45.00,42.55,0.650,0.334,Success
Observational,10,200,21.1668,106.0425,1.75,45.00,98.51,0.650,0.950,Success
Observational,10,200,21.1668,65.3434,2.04,45.00,235.43,0.650,0.950,Success
Observational,8,200,21.1668,167.3262,1.27,45.00,89.90,0.650,0.950,Success
Observational,8,200,21.1668,24.7432,1.11,45.00,141.57,0.650,0.950,Success
Observational,8,200,21.1668,57.6644,3.31,45.00,813.71,0.650,0.950,Success
Observational,8,200,21.1668,46.7536,3.02,45.00,27.78,0.650,0.494,Success
Observational,8,200,21.1668,82.9516,1.75,45.00,68.86,0.650,0.950,Success
Observational,8,200,21.1668,37.0184,3.30,45.00,21.84,0.650,0.375,Success
Observational,8,200,21.1668,33.8440,2.74,45.00,1568.96,0.650,0.950,Success
Observational,8,200,21.1668,91.6168,2.58,45.00,476.42,0.650,0.705,Success
Observational,8,200,21.1668,39.7183,2.55,45.00,21.55,0.650,0.430,Success
Observational,8,200,21.1668,53.6165,2.67,45.00,31.65,0.650,0.637,Success
Observational,8,200,21.1668,21.7688,2.43,45.00,43.62,0.650,0.639,Success
Observational,8,200,21.1668,41.9758,3.45,45.00,1542.11,0.650,0.950,Success
Observational,8,200,21.1668,46.8665,2.72,45.00,519.18,0.650,0.931,Success
Observational,8,200,21.1668,115.2137,2.52,45.00,189.71,0.650,0.920,Success
Observational,8,200,21.1668,74.6870,2.43,45.00,87.55,0.650,0.869,Success
Observational,8,200,21.1668,15.2701,3.19,45.00,42.87,0.650,0.293,Success
Observational,8,200,21.1668,43.6225,3.45,45.00,356.46,0.650,0.780,Success
Observational,8,200,21.1668,21.3891,3.37,45.00,31.87,0.650,0.503,Success
Observational,8,200,21.1668,46.8160,0.72,45.00,68.01,0.650,0.950,Success
Observational,8,200,21.1668,92.1221,1.22,45.00,189.02,0.650,0.950,Success
Observational,8,200,21.1668,148.2765,2.51,45.00,195.47,0.650,0.769,Success
Observational,8,200,21.1668,21.1727,2.53,45.00,44.40,0.650,0.642,Success
Observational,8,200,21.1668,61.8364,3.30,45.00,73.70,0.650,0.274,Success
Observational,8,200,21.1668,43.0894,3.09,45.00,1294.93,0.650,0.950,Success
Observational,8,200,21.1668,66.6287,1.17,45.00,22.41,0.650,0.950,Success
Observational,8,200,21.1668,41.1811,3.34,45.00,1448.98,0.650,0.950,Success
Observational,8,200,21.1668,25.2440,2.42,45.00,218.06,0.650,0.925,Success
Observational,8,200,21.1668,20.8003,3.39,45.00,43.16,0.650,0.602,Success
Observational,8,200,21.1668,42.5431,3.21,45.00,49.10,0.650,0.318,Success
Observational,8,200,21.1668,52.9853,3.33,45.00,89.68,0.650,0.298,Success
Observational,8,200,21.1668,42.4685,3.41,45.00,1754.37,0.650,0.933,Success
Observational,8,200,21.1668,76.6801,2.35,45.00,66.45,0.650,0.861,Success
Observational,8,200,21.1668,117.1960,2.90,45.00,70.65,0.650,0.908,Success
Observational,8,200,21.1668,73.5564,3.08,45.00,16.93,0.650,0.337,Success
Observational,8,200,21.1668,51.2817,1.99,45.00,46.21,0.650,0.448,Success
Observational,8,200,21.1668,49.7163,0.89,45.00,51.17,0.650,0.950,Success
Observational,8,200,21.1668,43.4077,1.88,45.00,46.33,0.650,0.842,Success
Observational,8,200,21.1668,63.1717,2.99,45.00,73.96,0.650,0.293,Success
Observational,8,200,21.1668,20.6007,2.97,45.00,44.42,0.650,0.648,Success
Observational,8,200,21.1668,119.5259,2.76,45.00,143.85,0.650,0.739,Success
Observational,8,200,21.1668,51.5229,3.24,45.00,28.82,0.650,0.475,Success
Observational,8,200,21.1668,38.4805,0.92,45.00,106.57,0.650,0.923,Success
